ticker,company_name,max_down_streak,avg_down_streak,total_down_streaks,entropy
CTSH,Cognizant Technology Solutions Corporation,11,5.909090909090909,11,1.3221793455166666
EQIX,"Equinix, Inc.",8,5.636363636363637,11,1.3221793455166666
FAST,Fastenal Company,12,6.0,11,1.3221793455166666
HAL,Halliburton Company,7,5.545454545454546,11,1.3221793455166666
RMD,ResMed Inc.,9,5.7272727272727275,11,1.3221793455166666
RSG,"Republic Services, Inc.",8,5.636363636363637,11,1.3221793455166666
XYL,Xylem Inc.,8,5.636363636363637,11,1.3221793455166666
MSCI,MSCI Inc.,7,5.538461538461538,13,1.3346791410515946
HPQ,HP Inc.,8,5.5,18,1.3355055565170972
AXON,"Axon Enterprise, Inc.",9,5.8,15,1.3382689280764646
ES,Eversource Energy,7,5.666666666666667,15,1.3382689280764646
DFS,Discover Financial Services,7,5.636363636363637,11,1.3485878960124225
ETR,Entergy Corporation,11,6.0,11,1.3485878960124225
JCI,Johnson Controls International plc,7,5.636363636363637,11,1.3485878960124225
MLM,"Martin Marietta Materials, Inc.",14,6.2727272727272725,11,1.3485878960124225
LVS,Las Vegas Sands Corp.,7,5.777777777777778,9,1.3516441151533924
RCL,Royal Caribbean Cruises Ltd.,7,5.555555555555555,9,1.3516441151533924
VMC,Vulcan Materials Company,8,5.666666666666667,9,1.3516441151533924
VRSK,"Verisk Analytics, Inc.",9,5.846153846153846,13,1.3520301017579528
WAT,Waters Corporation,10,5.6923076923076925,13,1.3520301017579528
ANET,Arista Networks Inc,8,5.615384615384615,13,1.352030101757953
FDS,FactSet Research Systems Inc.,9,5.7,10,1.3567796494470397
IEX,IDEX Corporation,10,5.8,10,1.3567796494470397
MAR,"Marriott International, Inc.",8,5.6,10,1.3567796494470397
AMCR,Amcor plc,8,5.7,10,1.360964047443681
MCHP,Microchip Technology Incorporated,8,5.7,10,1.360964047443681
VICI,VICI Properties Inc.,7,5.7,10,1.360964047443681
TRMB,Trimble Inc.,7,5.5625,16,1.3663146570363984
DHI,"D.R. Horton, Inc.",8,6.2,5,1.370950594454669
KHC,The Kraft Heinz Company,7,5.6,5,1.370950594454669
KMB,Kimberly-Clark Corporation,9,6.4,5,1.370950594454669
ROK,"Rockwell Automation, Inc.",7,5.6,5,1.370950594454669
EPAM,"EPAM Systems, Inc.",8,5.533333333333333,15,1.3752793655393791
APH,Amphenol Corporation,7,5.571428571428571,7,1.3787834934861756
APTV,Aptiv PLC,9,6.142857142857143,7,1.3787834934861756
CME,CME Group Inc.,8,6.0,7,1.3787834934861756
ICE,"Intercontinental Exchange, Inc.",7,6.142857142857143,7,1.3787834934861756
KKR,KKR & Co. Inc.,7,5.571428571428571,7,1.3787834934861756
MAS,Masco Corporation,7,5.714285714285714,7,1.3787834934861756
MNST,Monster Beverage Corporation,7,5.571428571428571,7,1.3787834934861756
PCG,PG&E Corporation,9,5.857142857142857,7,1.3787834934861756
AME,"AMETEK, Inc.",8,5.777777777777778,9,1.3921472236645347
DE,Deere & Company,7,5.666666666666667,9,1.3921472236645347
FOX,Fox Corporation,7,5.666666666666667,9,1.3921472236645347
ON,ON Semiconductor Corporation,7,6.0,9,1.3921472236645347
DOW,Dow Inc.,8,5.611111111111111,18,1.404678473063571
CMI,Cummins Inc.,7,5.75,8,1.4056390622295665
DPZ,"Domino's Pizza, Inc.",8,5.75,8,1.4056390622295665
ECL,Ecolab Inc.,7,5.625,8,1.4056390622295665
MET,"MetLife, Inc.",7,5.625,8,1.4056390622295665
META,"Meta Platforms, Inc.",7,5.625,8,1.4056390622295665
NOC,Northrop Grumman Corporation,7,5.625,8,1.4056390622295665
PPL,PPL Corporation,7,5.625,8,1.4056390622295665
RL,Ralph Lauren Corporation,13,6.375,8,1.4056390622295665
SNA,Snap-on Incorporated,7,5.75,8,1.4056390622295665
WTW,Willis Towers Watson Public Limited Company,7,5.75,8,1.4056390622295665
DOC,"Healthpeak Properties, Inc.",8,5.55,20,1.4166422780956525
BRO,"Brown & Brown, Inc.",9,5.916666666666667,12,1.4182958340544896
DIS,The Walt Disney Company,8,5.583333333333333,12,1.4182958340544896
EA,Electronic Arts Inc.,11,5.916666666666667,12,1.4182958340544896
FDX,FedEx Corporation,8,5.583333333333333,12,1.4182958340544896
HES,Hess Corporation,8,5.666666666666667,12,1.4182958340544896
NTAP,"NetApp, Inc.",11,5.916666666666667,12,1.4182958340544896
SYK,Stryker Corporation,8,5.75,12,1.4182958340544896
AMD,"Advanced Micro Devices, Inc.",7,5.769230769230769,13,1.419556298571613
CFG,"Citizens Financial Group, Inc.",7,5.615384615384615,13,1.419556298571613
GLW,Corning Incorporated,7,5.615384615384615,13,1.419556298571613
RF,Regions Financial Corporation,7,5.846153846153846,13,1.419556298571613
USB,U.S. Bancorp,7,5.625,16,1.4197367178034828
BBY,"Best Buy Co., Inc.",8,5.6,15,1.4256051990169438
TGT,Target Corporation,9,5.642857142857143,14,1.4299111709758698
URI,"United Rentals, Inc.",9,5.714285714285714,14,1.4299111709758698
DELL,Dell Technologies Inc.,8,5.818181818181818,11,1.4353713907745334
FITB,Fifth Third Bancorp,7,5.909090909090909,11,1.4353713907745334
MOH,"Molina Healthcare, Inc.",8,5.818181818181818,11,1.4353713907745334
TSLA,"Tesla, Inc.",7,5.636363636363637,11,1.4353713907745334
ADSK,"Autodesk, Inc.",7,5.666666666666667,9,1.4355205042826666
IT,"Gartner, Inc.",7,5.666666666666667,9,1.4355205042826666
JBL,Jabil Inc.,7,5.666666666666667,9,1.4355205042826666
MDLZ,"Mondelez International, Inc.",7,5.666666666666667,9,1.4355205042826666
NWSA,News Corporation,7,6.0,9,1.4355205042826666
ABNB,"Airbnb, Inc.",10,6.111111111111111,9,1.4466166676282084
EW,Edwards Lifesciences Corporation,8,5.666666666666667,9,1.4466166676282084
LOW,"Lowe's Companies, Inc.",8,5.666666666666667,9,1.4466166676282084
OTIS,Otis Worldwide Corporation,11,6.0,9,1.4466166676282084
ODFL,"Old Dominion Freight Line, Inc.",8,5.857142857142857,7,1.4488156357251847
PHM,"PulteGroup, Inc.",8,5.857142857142857,7,1.4488156357251847
UNH,UnitedHealth Group Incorporated,8,5.857142857142857,7,1.4488156357251847
RTX,RTX Corporation,8,5.647058823529412,17,1.4516607643577666
ZBH,"Zimmer Biomet Holdings, Inc.",7,5.6923076923076925,13,1.4572659136233872
ANSS,"ANSYS, Inc.",7,5.666666666666667,12,1.459147917027245
JKHY,"Jack Henry & Associates, Inc.",8,5.833333333333333,6,1.459147917027245
STZ,"Constellation Brands, Inc.",7,5.833333333333333,6,1.459147917027245
